name_index,sexe_index,count,idmax,max,x,y,name,sexe,entropy,life
ASSA,2,1756,2017,78,-4.93326,7.60252,ASSA (F),0,3.64967,0.336134
ASSIA,2,15883,2014,1010,-5.0486,29.4906,ASSIA (F),0,3.44752,0.277311
ASSIYA,2,1577,2017,223,21.29,51.6039,ASSIYA (F),0,2.90111,0.117647
ASSYA,2,3179,2017,392,17.8959,49.5391,ASSYA (F),0,2.98449,0.142857
ASTRID,2,16818,1989,426,-0.735885,-21.4004,ASTRID (F),0,4.29896,0.689076
ASTRIDE,2,2909,1946,124,38.4139,-33.6668,ASTRIDE (F),0,3.95713,0.445378
ASYA,2,1223,2016,110,1.77723,44.2267,ASYA (F),0,2.94654,0.168067
ATHANASE,1,1247,1908,42,48.1516,2.49762,ATHANASE (M),1,4.21219,0.537815
ATHENA,2,1310,2017,142,17.5523,41.148,ATHENA (F),0,3.26462,0.235294
ATHENAIS,2,2731,2017,254,16.0384,39.1897,ATHENAIS (F),0,3.40291,0.226891
AUBIN,1,5959,1996,321,-2.93399,28.8265,AUBIN (M),1,4.06021,0.361345
AUDE,2,31315,1979,1355,-17.3649,-40.1564,AUDE (F),0,3.79008,0.352941
AUDREY,2,141342,1984,8287,-24.1811,-37.068,AUDREY (F),0,3.43805,0.268908
AUDRIC,1,1851,1986,128,-35.7716,-14.1116,AUDRIC (M),1,3.47126,0.285714
AUGUSTA,2,17318,1908,682,52.9731,12.4603,AUGUSTA (F),0,3.69339,0.352941
AUGUSTE,1,81682,1906,2950,51.7081,11.8536,AUGUSTE (M),1,3.85663,0.361345
AUGUSTIN,1,37934,2017,1507,27.6601,15.2701,AUGUSTIN (M),1,4.36898,0.596639
AUGUSTINE,2,39397,1901,1932,46.0752,19.5831,AUGUSTINE (F),0,3.6758,0.260504
AURELE,1,2017,2017,123,-5.10794,39.7351,AURELE (M),1,3.75886,0.294118
AURELIA,2,17410,1980,1039,-22.9874,-37.9499,AURELIA (F),0,3.75932,0.310924
AURELIE,2,182630,1983,13941,-24.4872,-39.5428,AURELIE (F),0,3.43675,0.201681
AURELIEN,1,79629,1986,3871,-25.7689,-30.9913,AURELIEN (M),1,3.70498,0.319328
AURIANE,2,5588,1997,318,-38.4049,1.6727,AURIANE (F),0,3.44902,0.277311
AURORE,2,65306,1986,3570,-24.7368,-36.028,AURORE (F),0,3.76283,0.285714
AVA,2,4238,2017,468,9.90958,47.6005,AVA (F),0,2.87368,0.109244
AWA,2,2744,2017,158,-1.37052,21.9834,AWA (F),0,3.63361,0.336134
AXEL,1,78279,2002,3283,-20.2013,6.54203,AXEL (M),1,3.63626,0.277311
AXELLE,2,23678,2003,1283,-39.1282,3.78574,AXELLE (F),0,3.71442,0.394958
AYA,2,12942,2015,1186,-0.340576,46.483,AYA (F),0,2.82736,0.134454
AYDAN,1,1298,2016,159,8.24709,51.8167,AYDAN (M),1,2.47032,0.10084
AYDEN,1,3348,2017,950,27.1372,50.5791,AYDEN (M),1,1.9063,0.0504202
AYLAN,1,1875,2016,420,26.5513,49.8916,AYLAN (M),1,2.33448,0.0840336
AYLIN,2,2434,2012,174,-8.05825,32.7861,AYLIN (F),0,3.27701,0.226891
AYLINE,2,1369,2017,226,23.4596,49.3802,AYLINE (F),0,2.60679,0.109244
AYMAN,1,3254,2012,258,-19.0998,40.028,AYMAN (M),1,3.15919,0.176471
AYMANE,1,2139,2011,172,-22.9311,35.7692,AYMANE (M),1,3.07466,0.193277
AYMEN,1,6372,2015,531,0.307003,44.4807,AYMEN (M),1,3.07186,0.151261
AYMERIC,1,21831,1996,810,-23.6556,-18.2242,AYMERIC (M),1,3.7919,0.386555
AYMERICK,1,1836,1998,101,-36.2971,3.50264,AYMERICK (M),1,3.46801,0.260504
AYOUB,1,14363,2015,960,-6.76306,33.9666,AYOUB (M),1,3.26937,0.235294
AYSE,2,2204,1984,68,-19.3748,-20.8869,AYSE (F),0,3.77051,0.369748
AZIZ,1,3666,1981,151,-15.9359,-34.6232,AZIZ (M),1,3.91824,0.470588
AZIZA,2,1988,1986,108,-20.0613,-39.7785,AZIZA (F),0,3.80857,0.386555
AZRA,2,1332,2013,126,-1.62039,48.0245,AZRA (F),0,2.67508,0.12605
AZZEDINE,1,1429,1984,43,-15.4076,-26.6768,AZZEDINE (M),1,4.00763,0.495798
BACHIR,1,2209,1965,62,6.11002,-32.4958,BACHIR (M),1,4.16258,0.596639
BADIS,1,1758,2012,107,-12.9999,32.5632,BADIS (M),1,3.46196,0.268908
BADR,1,1224,2017,59,-2.32801,9.23522,BADR (M),1,3.71529,0.361345
BAKARY,1,1326,2013,62,-6.8759,8.46232,BAKARY (M),1,3.65583,0.352941
BALTHAZAR,1,1513,2014,88,-6.67964,27.7683,BALTHAZAR (M),1,3.62884,0.252101
BAPTISTE,1,100596,2000,4015,-20.9816,2.71814,BAPTISTE (M),1,3.97214,0.420168
BAPTISTIN,1,1588,1904,80,44.139,20.5066,BAPTISTIN (M),1,3.75888,0.285714
BAPTISTINE,2,4130,1905,175,48.4642,17.4044,BAPTISTINE (F),0,3.76937,0.319328
BARBARA,2,25907,1972,1475,-6.21586,-47.7463,BARBARA (F),0,3.96981,0.378151
BARBE,2,2627,1901,119,47.3254,19.3233,BARBE (F),0,3.72917,0.361345
BARNABE,1,1689,1998,56,18.6128,10.5393,BARNABE (M),1,4.48397,0.781513
BARTHELEMY,1,7095,1903,172,41.9872,8.76913,BARTHELEMY (M),1,4.42154,0.747899
BASILE,1,12111,2017,655,8.71236,30.9262,BASILE (M),1,4.20773,0.445378
BASMA,2,1681,2010,77,-0.488479,15.2646,BASMA (F),0,3.71535,0.411765
BASTIAN,1,2358,2005,124,-29.1258,13.0274,BASTIAN (M),1,3.49662,0.302521
BASTIEN,1,53631,1999,2388,-30.2704,-9.25575,BASTIEN (M),1,3.67739,0.336134
BATISTE,1,1631,2008,111,-28.1584,28.74,BATISTE (M),1,3.34101,0.243697
BAUDOUIN,1,1288,1995,46,-28.7517,-1.37968,BAUDOUIN (M),1,4.08839,0.596639
BAYA,2,1494,2017,80,15.1141,34.3568,BAYA (F),0,4.0864,0.537815
BEATRICE,2,131236,1963,6208,24.394,-43.0997,BEATRICE (F),0,3.8487,0.336134
BEATRIX,2,3030,1956,80,44.8518,-4.00356,BEATRIX (F),0,4.3857,0.638655
BELINDA,2,3824,1980,150,-18.6593,-28.4114,BELINDA (F),0,3.87858,0.403361
BELKACEM,1,1771,1970,58,8.36544,-36.2777,BELKACEM (M),1,4.07247,0.563025
BELLA,2,1189,2014,165,12.5372,57.3282,BELLA (F),0,3.18126,0.0756303
BEN,1,2252,2013,100,1.48189,14.9449,BEN (M),1,3.99066,0.529412
BENEDICTE,2,34859,1972,1415,6.192,-41.832,BENEDICTE (F),0,4.11791,0.445378
BENJAMIN,1,148957,1992,6283,-27.8276,-22.4434,BENJAMIN (M),1,3.87758,0.378151
BENOIST,1,1200,1977,50,0.99151,-40.6295,BENOIST (M),1,3.93349,0.420168
BENOIT,1,126112,1980,4626,-10.55,-41.3307,BENOIT (M),1,4.19633,0.428571
BENOITE,2,1845,1900,99,45.6481,21.6299,BENOITE (F),0,3.93394,0.260504
BERANGERE,2,7647,1981,292,-10.0111,-42.8331,BERANGERE (F),0,4.24911,0.537815
BERAT,1,1392,2012,252,0.335654,57.8436,BERAT (M),1,2.72508,0.12605
BERENGER,1,1085,1989,85,-37.3659,-30.0992,BERENGER (M),1,3.51468,0.235294
BERENGERE,2,8667,1979,438,-16.6739,-43.5191,BERENGERE (F),0,4.01825,0.319328
BERENICE,2,10520,1997,459,-24.6632,3.61404,BERENICE (F),0,3.87061,0.394958
BERNADETTE,2,141530,1949,5093,44.3513,-24.4488,BERNADETTE (F),0,4.10099,0.554622
BERNARD,1,469289,1947,19828,44.7636,-25.5522,BERNARD (M),1,4.01294,0.470588
BERNARDINE,2,1358,1910,54,50.7131,9.54797,BERNARDINE (F),0,3.87427,0.445378
BERTHA,2,1963,1901,76,51.7888,15.6449,BERTHA (F),0,3.78285,0.352941
BERTHE,2,70623,1901,3137,47.5062,18.2068,BERTHE (F),0,3.61505,0.310924
BERTILLE,2,4949,2008,184,-18.0052,4.73217,BERTILLE (F),0,4.09145,0.361345
BERTIN,1,1862,1914,54,48.3459,-0.535311,BERTIN (M),1,4.2396,0.588235
BERTRAND,1,67366,1970,2054,12.935,-37.2494,BERTRAND (M),1,4.25004,0.554622
BETTINA,2,2850,1974,89,-4.3608,-36.6913,BETTINA (F),0,4.13027,0.537815
BETTY,2,14773,1976,525,-0.22961,-41.6841,BETTY (F),0,4.17463,0.529412
BEVERLY,2,1041,2006,64,-38.9678,-7.7233,BEVERLY (F),0,3.53881,0.294118
BIANCA,2,2145,2017,116,4.61069,27.0942,BIANCA (F),0,3.92,0.386555
BILAL,1,13257,2002,723,-30.1098,12.6714,BILAL (M),1,3.44647,0.260504
BILEL,1,6161,2011,291,-15.557,11.859,BILEL (M),1,3.4913,0.294118
BILLAL,1,1754,2001,124,-40.6228,9.39288,BILLAL (M),1,3.41673,0.302521
BILLEL,1,1167,2000,67,-34.5688,-5.78313,BILLEL (M),1,3.49471,0.310924
BILLY,1,2426,1991,124,-32.5574,-22.0311,BILLY (M),1,3.79447,0.352941
BINTA,2,1263,2017,64,-3.47477,9.29667,BINTA (F),0,3.65994,0.352941
BINTOU,2,2272,2017,97,-5.82799,7.44864,BINTOU (F),0,3.67536,0.352941
BLAISE,1,4128,1904,69,42.4558,3.86553,BLAISE (M),1,4.66314,0.991597
BLANCHE,2,39086,1902,1638,45.5483,19.172,BLANCHE (F),0,3.92668,0.310924
BLANDINE,2,27720,1986,635,10.3024,-31.8606,BLANDINE (F),0,4.42133,0.689076
BLEUENN,2,1364,2006,88,-29.0015,25.1893,BLEUENN (F),0,3.44649,0.252101
BORIS,1,15746,1988,626,-11.7907,-38.6551,BORIS (M),1,3.98754,0.344538
BOUBACAR,1,1273,2016,54,-7.79797,7.54926,BOUBACAR (M),1,3.68222,0.344538
BOUCHRA,2,2714,1980,123,-18.0468,-33.4808,BOUCHRA (F),0,3.77849,0.394958
BRADLEY,1,2058,2003,120,-28.5062,18.4094,BRADLEY (M),1,3.2536,0.218487
BRAHIM,1,8718,1984,283,-14.0777,-30.6902,BRAHIM (M),1,4.10924,0.521008
BRANDON,1,10946,1995,1328,-44.3409,-9.61298,BRANDON (M),1,2.92726,0.134454
BRAYAN,1,3309,2005,204,-31.237,15.2503,BRAYAN (M),1,3.2762,0.235294
BRENDA,2,4213,1995,647,-44.4214,-11.9278,BRENDA (F),0,3.11691,0.117647
BRENDAN,1,1697,1996,96,-34.4739,-12.1119,BRENDAN (M),1,3.41617,0.285714
BRIAC,1,1376,2000,66,-28.8987,10.4335,BRIAC (M),1,3.58911,0.336134
BRIAN,1,7937,1997,531,-41.3951,-7.15062,BRIAN (M),1,3.50005,0.226891
BRICE,1,28212,1981,1210,-23.8037,-30.1717,BRICE (M),1,3.89383,0.344538
BRIEUC,1,2464,2000,101,-21.1479,3.03396,BRIEUC (M),1,3.78233,0.361345
BRIGITTE,2,202571,1959,18165,32.5341,-44.8414,BRIGITTE (F),0,3.45842,0.218487
BRUCE,1,2379,1976,98,-4.6055,-47.5188,BRUCE (M),1,4.06774,0.529412
BRUNA,2,1724,1926,61,44.8677,-14.0485,BRUNA (F),0,4.37011,0.714286
BRUNE,2,1643,2016,127,10.0605,37.6282,BRUNE (F),0,3.71872,0.201681
BRUNO,1,220496,1963,12739,21.2416,-46.3005,BRUNO (M),1,3.82808,0.319328
BRYAN,1,23958,1997,1661,-42.6231,-3.55051,BRYAN (M),1,3.31133,0.243697
CALI,2,1685,2008,188,-14.1945,50.0733,CALI (F),0,2.60186,0.117647
CALIE,2,3232,2016,445,16.0835,53.0013,CALIE (F),0,2.38257,0.10084
CALISTA,2,1615,2002,110,-32.464,30.4939,CALISTA (F),0,2.91067,0.159664
CALIXTE,1,2478,2010,70,30.555,12.8183,CALIXTE (M),1,4.38779,0.739496
CALLIE,2,1169,2012,154,10.2412,54.5097,CALLIE (F),0,2.40778,0.092437
CALVIN,1,4054,2007,219,-25.6001,19.1382,CALVIN (M),1,3.23052,0.210084
CALYPSO,2,1229,2003,66,-30.621,11.3615,CALYPSO (F),0,3.40354,0.260504
CAMELIA,2,8396,2015,463,-12.334,25.4339,CAMELIA (F),0,3.69459,0.235294
CAMERON,1,3818,2007,285,-16.271,38.2,CAMERON (M),1,3.03145,0.193277
CAMIL,1,1883,2017,166,3.5367,42.1287,CAMIL (M),1,3.10866,0.184874
CAMILA,2,1307,2017,117,13.8901,39.2799,CAMILA (F),0,3.27341,0.226891
CAMILIA,2,1784,2014,109,-12.8769,26.0006,CAMILIA (F),0,3.38025,0.243697
CAMILLE,1,74460,1910,1594,38.5363,7.02235,CAMILLE (M),1,4.40299,0.764706
CAMILLE,2,199803,1998,7467,-25.6327,-10.1066,CAMILLE (F),0,4.10426,0.521008
CANDICE,2,20584,2004,1473,-37.3159,25.9294,CANDICE (F),0,3.62198,0.352941
CANDY,2,2272,1980,335,-41.8392,-34.3133,CANDY (F),0,3.31966,0.168067
CANNELLE,2,1107,2003,67,-37.6937,0.626084,CANNELLE (F),0,3.39017,0.285714
CAPUCINE,2,20590,2014,1227,-6.03732,28.5816,CAPUCINE (F),0,3.43725,0.260504
CARINE,2,46023,1973,4227,-7.35707,-54.9164,CARINE (F),0,3.2779,0.193277
CARINNE,2,1293,1973,110,1.92033,-56.9301,CARINNE (F),0,3.25594,0.218487
CARL,1,5065,1974,140,-1.85111,-17.3815,CARL (M),1,4.19536,0.529412
CARLA,2,25451,2004,2011,-41.2684,12.3774,CARLA (F),0,3.35319,0.201681
CARLO,1,1816,1971,74,17.3412,-43.8158,CARLO (M),1,4.4126,0.789916
CARLOS,1,10532,1973,848,3.39872,-55.2864,CARLOS (M),1,3.76586,0.193277
CARMELA,2,1527,1959,80,23.1072,-46.2104,CARMELA (F),0,4.12184,0.470588
CARMELO,1,1227,1961,65,22.3409,-46.2262,CARMELO (M),1,4.05086,0.470588
CARMEN,2,30572,1930,626,46.1726,-5.77174,CARMEN (F),0,4.51908,0.815126
CAROL,2,2921,1970,172,16.4581,-47.1912,CAROL (F),0,3.61367,0.294118
CAROLANE,2,1257,1995,98,-39.7471,-11.5838,CAROLANE (F),0,3.17423,0.193277
CAROLE,2,105835,1970,6223,9.6894,-49.3525,CAROLE (F),0,3.6285,0.319328
CAROLINA,2,1154,2015,48,4.36193,15.6955,CAROLINA (F),0,4.10425,0.546218
CAROLINE,2,156184,1978,6253,-10.786,-42.4578,CAROLINE (F),0,4.06886,0.428571
CASIMIR,1,6926,1931,266,52.9845,3.35848,CASIMIR (M),1,4.07693,0.445378
CASSANDRA,2,23956,1993,1914,-41.547,-9.26633,CASSANDRA (F),0,3.22314,0.235294
CASSANDRE,2,11785,2000,506,-20.1512,6.87291,CASSANDRE (F),0,3.50642,0.268908
CASSIDY,2,1033,2010,79,-23.3387,32.3535,CASSIDY (F),0,2.92186,0.151261
CASSIE,2,3261,2010,243,-10.6233,42.502,CASSIE (F),0,3.03173,0.168067
CASSY,2,1850,2012,137,-17.3053,38.0323,CASSY (F),0,3.08858,0.193277
CATALEYA,2,1000,2017,250,27.1113,51.6546,CATALEYA (F),0,1.75041,0.0504202
CATHERINE,2,394645,1963,19905,26.0516,-43.2499,CATHERINE (F),0,3.99459,0.403361
CATHIA,2,1580,1972,100,1.88552,-52.9037,CATHIA (F),0,3.66097,0.352941
CATHIE,2,2185,1960,129,20.7756,-44.5077,CATHIE (F),0,3.78636,0.411765
CATHY,2,27270,1973,1312,8.43132,-47.74,CATHY (F),0,3.7792,0.394958
CECILE,2,177573,1971,5186,-2.95044,-41.853,CECILE (F),0,4.50921,0.857143
CECILIA,2,20020,1988,949,-32.2027,-29.7391,CECILIA (F),0,4.13486,0.386555
CEDRIC,1,152542,1978,10592,-12.1478,-52.0857,CEDRIC (M),1,3.3751,0.235294
CEDRICK,1,2055,1976,140,-10.1701,-52.2122,CEDRICK (M),1,3.39744,0.243697
CELENA,2,1252,2010,82,-20.2617,32.4333,CELENA (F),0,3.25564,0.235294
CELESTE,2,8327,2017,482,21.3128,19.506,CELESTE (F),0,3.96796,0.378151
CELESTIN,1,11967,1908,349,38.1113,12.4543,CELESTIN (M),1,4.16353,0.537815
CELESTINE,2,13450,1901,494,38.6611,15.0816,CELESTINE (F),0,4.02363,0.436975
CELIA,2,58035,2006,2576,-21.7691,2.37499,CELIA (F),0,3.69057,0.361345
CELIAN,1,4934,2012,358,-21.2749,38.7846,CELIAN (M),1,3.11683,0.168067
CELIE,2,1409,1994,46,24.0225,10.6514,CELIE (F),0,4.10475,0.546218
CELINA,2,7763,1902,248,40.598,17.0684,CELINA (F),0,4.18864,0.571429
CELINE,2,238542,1979,13704,-11.4173,-50.0195,CELINE (F),0,3.7976,0.268908
CELYA,2,2863,2006,206,-21.4402,39.1624,CELYA (F),0,3.08692,0.184874
CENDRINE,2,2848,1971,298,3.35301,-55.962,CENDRINE (F),0,3.29883,0.201681
CERISE,2,1087,2007,139,-32.8421,45.2835,CERISE (F),0,3.22006,0.184874
CESAR,1,9817,2017,291,27.1113,13.2307,CESAR (M),1,4.49696,0.747899
CESARINE,2,1658,1901,85,44.9344,20.475,CESARINE (F),0,3.72869,0.310924
CHADIA,2,1074,1978,48,-11.388,-45.7031,CHADIA (F),0,3.9453,0.504202
CHAHINE,1,2003,2014,206,6.22657,45.4192,CHAHINE (M),1,2.93722,0.151261
CHAHINEZ,2,1651,2010,125,-18.3171,36.3206,CHAHINEZ (F),0,3.22964,0.235294
CHAIMA,2,7642,2007,509,-30.2409,25.0134,CHAIMA (F),0,3.21501,0.218487
CHANEL,2,1979,2009,138,-29.2917,29.569,CHANEL (F),0,3.30648,0.252101
CHANTAL,2,232200,1954,13192,38.1372,-38.1535,CHANTAL (F),0,3.53877,0.285714
CHANTALE,2,3946,1953,230,43.5203,-33.9588,CHANTALE (F),0,3.60755,0.310924
CHARLENE,2,32449,1990,2199,-36.9301,-23.4201,CHARLENE (F),0,3.27496,0.226891
CHARLES,1,239501,1920,5269,40.6645,5.86062,CHARLES (M),1,4.38113,0.747899
CHARLES-EDOUARD,1,1185,1988,84,-38.1224,-29.0325,CHARLES-EDOUARD (M),1,3.54698,0.302521
CHARLES-HENRI,1,1846,1986,127,-38.1606,-32.5214,CHARLES-HENRI (M),1,3.71036,0.327731
CHARLETTE,2,2310,1949,96,48.1359,-22.9437,CHARLETTE (F),0,4.02661,0.478992
CHARLEY,1,1064,1992,52,-35.3847,-24.3764,CHARLEY (M),1,3.97651,0.403361
CHARLIE,1,10965,2014,741,6.64375,28.521,CHARLIE (M),1,3.86134,0.310924
CHARLIE,2,7620,2014,1027,18.0323,52.7937,CHARLIE (F),0,2.79306,0.092437
CHARLINE,2,31666,1990,1042,-22.8049,-10.6898,CHARLINE (F),0,4.28952,0.621849
CHARLIZE,2,1160,2017,121,3.54216,50.3218,CHARLIZE (F),0,2.64,0.117647
CHARLOTTE,2,144817,1987,4599,-23.7262,-13.2097,CHARLOTTE (F),0,4.38993,0.672269
CHARLY,1,19258,2014,824,-12.0631,2.12839,CHARLY (M),1,4.0159,0.386555
CHARLYNE,2,2950,2006,108,-17.7048,3.09641,CHARLYNE (F),0,3.86519,0.344538
CHAYMA,2,1961,2010,131,-20.0292,31.9692,CHAYMA (F),0,3.19778,0.218487
CHELSEA,2,1547,2007,102,-17.0212,30.5236,CHELSEA (F),0,3.1337,0.201681
CHERIF,1,2412,1969,79,7.2918,-35.499,CHERIF (M),1,4.15129,0.579832
CHERIFA,2,1435,1971,49,7.7862,-35.4389,CHERIFA (F),0,4.12214,0.579832
CHERINE,2,1885,2008,111,-24.5131,21.4068,CHERINE (F),0,3.33291,0.243697
CHEYENNE,2,2440,1997,193,-43.1824,-1.63568,CHEYENNE (F),0,3.1263,0.218487
CHIARA,2,8417,2006,590,-30.4499,33.0775,CHIARA (F),0,3.09218,0.176471
CHIRINE,2,1217,2007,108,-36.8137,28.9916,CHIRINE (F),0,3.21478,0.218487
CHLOE,2,150022,2000,7202,-21.6763,6.49765,CHLOE (F),0,3.53488,0.294118
CHRIS,1,4809,2011,204,-13.4546,5.98351,CHRIS (M),1,3.7142,0.378151
CHRISTA,2,1049,1972,73,3.48108,-58.4638,CHRISTA (F),0,3.97983,0.470588
CHRISTEL,2,21201,1972,2097,4.74236,-55.6828,CHRISTEL (F),0,3.32986,0.201681
CHRISTELE,2,13116,1971,1396,5.18687,-56.0544,CHRISTELE (F),0,2.99797,0.151261
CHRISTELLE,2,155712,1972,13140,1.86473,-55.116,CHRISTELLE (F),0,3.27418,0.218487
CHRISTIAN,1,405322,1949,17299,39.2406,-34.4885,CHRISTIAN (M),1,3.92156,0.386555
CHRISTIANE,2,259554,1947,11867,46.8227,-25.2844,CHRISTIANE (F),0,3.91149,0.411765
CHRISTIANNE,2,7933,1946,361,48.7459,-22.3674,CHRISTIANNE (F),0,3.84687,0.411765
CHRISTINA,2,7664,1986,345,-5.7964,-47.0772,CHRISTINA (F),0,4.14602,0.478992
CHRISTINE,2,280562,1963,16119,25.2408,-43.9239,CHRISTINE (F),0,3.64755,0.268908
CHRISTOPHE,1,375899,1969,22640,10.0361,-50.1525,CHRISTOPHE (M),1,3.55252,0.268908
CHRISTOPHER,1,38273,1989,2504,-36.6642,-23.4119,CHRISTOPHER (M),1,3.34846,0.193277
CHRYSTEL,2,4141,1971,404,4.563,-55.6915,CHRYSTEL (F),0,3.2798,0.218487
CHRYSTELE,2,4658,1971,729,4.53585,-56.6453,CHRYSTELE (F),0,2.85111,0.12605
CHRYSTELLE,2,9941,1972,977,2.45676,-55.5148,CHRYSTELLE (F),0,3.24292,0.201681
CIARA,2,1012,2014,109,-2.09007,50.0736,CIARA (F),0,2.66723,0.109244
CINDY,2,64046,1987,3666,-28.2483,-32.094,CINDY (F),0,3.28471,0.235294
CINTHIA,2,1294,1975,69,-18.4843,-43.9409,CINTHIA (F),0,3.60306,0.302521
CLAIRE,2,159214,1984,3932,-7.04293,-28.2073,CLAIRE (F),0,4.58739,0.915966
CLAIRE-MARIE,2,1142,1975,58,-31.4265,-34.0624,CLAIRE-MARIE (F),0,3.93591,0.436975
CLAIRETTE,2,1047,1948,39,51.3132,-18.6785,CLAIRETTE (F),0,4.1188,0.571429
CLARA,2,94430,2006,6057,-35.2578,16.3759,CLARA (F),0,3.62137,0.235294
CLARENCE,1,1677,2006,103,-18.3072,31.1691,CLARENCE (M),1,3.39678,0.218487
CLARISSE,2,28746,2001,943,-19.4439,-1.85546,CLARISSE (F),0,4.3748,0.655462
CLAUDE,1,411749,1936,14855,49.0307,-24.7625,CLAUDE (M),1,3.99409,0.394958
CLAUDE,2,56673,1947,1899,48.222,-24.6217,CLAUDE (F),0,3.94691,0.411765
CLAUDETTE,2,47741,1946,2176,49.114,-26.2874,CLAUDETTE (F),0,3.71758,0.344538
CLAUDIA,2,20408,1909,352,32.666,5.62234,CLAUDIA (F),0,4.5302,0.857143
CLAUDIE,2,24487,1953,870,38.7436,-32.0571,CLAUDIE (F),0,4.07728,0.487395
CLAUDINE,2,158987,1948,6460,40.8839,-30.5858,CLAUDINE (F),0,4.00827,0.420168
CLAUDIO,1,1594,1961,69,19.6203,-43.6098,CLAUDIO (M),1,4.1234,0.588235
CLAUDIUS,1,9957,1909,383,53.507,10.8978,CLAUDIUS (M),1,3.68584,0.344538
CLAUDY,1,1368,1955,56,34.9528,-35.9643,CLAUDY (M),1,4.08147,0.512605
CLEA,2,9401,2013,581,-17.0493,28.5177,CLEA (F),0,3.22761,0.218487
CLELIA,2,6275,2008,264,-14.6643,7.00142,CLELIA (F),0,3.77141,0.336134
CLELIE,2,1001,2008,53,-34.0722,24.8875,CLELIE (F),0,4.09291,0.453782
CLEMENCE,2,82587,2006,2575,23.1123,9.08891,CLEMENCE (F),0,4.23195,0.596639
CLEMENT,1,172342,1998,6004,-25.3804,-10.0863,CLEMENT (M),1,4.18098,0.537815
CLEMENTINE,2,36914,1995,916,27.7871,6.99865,CLEMENTINE (F),0,4.30673,0.621849
CLEO,2,4463,2002,266,-19.6019,26.8738,CLEO (F),0,3.26179,0.252101
CLOE,2,16836,2000,915,-32.2968,12.1278,CLOE (F),0,3.38105,0.243697
CLOTAIRE,1,4034,1905,116,48.6798,7.13743,CLOTAIRE (M),1,4.26595,0.529412
CLOTHILDE,2,5856,1998,209,-25.7158,-11.6558,CLOTHILDE (F),0,4.34808,0.621849
CLOTILDE,2,26954,1902,594,42.4662,8.12662,CLOTILDE (F),0,4.55606,0.966387
CLOVIS,1,10038,2008,350,30.2119,12.6115,CLOVIS (M),1,4.35003,0.621849
COLEEN,2,1493,1999,94,-28.213,21.7775,COLEEN (F),0,3.1196,0.193277
COLETTE,2,174306,1937,6638,49.2315,-24.2664,COLETTE (F),0,3.88394,0.378151
COLIN,1,5742,1999,329,-38.2105,9.84833,COLIN (M),1,3.70001,0.319328
COLINE,2,20677,1998,1357,-41.4659,1.11272,COLINE (F),0,3.46495,0.268908
COLLEEN,2,1632,1999,144,-44.6332,8.70859,COLLEEN (F),0,3.12399,0.193277
COLLETTE,2,1070,1934,53,47.6059,-15.0353,COLLETTE (F),0,3.74746,0.386555
COLOMBE,2,3858,2008,113,29.1855,12.5817,COLOMBE (F),0,4.48215,0.840336
COLYNE,2,1303,1998,106,-44.4925,8.82428,COLYNE (F),0,3.05938,0.193277
COME,1,9184,2017,881,15.9326,41.5612,COME (M),1,3.52449,0.193277
CONCEPTION,2,1276,1924,45,50.2162,-6.09069,CONCEPTION (F),0,4.16597,0.571429
CONSTANCE,2,24045,2017,708,23.0735,9.98488,CONSTANCE (F),0,4.34776,0.605042
CONSTANT,1,14819,1902,421,44.867,10.0287,CONSTANT (M),1,4.22465,0.579832
CONSTANTIN,1,3493,2015,94,26.2027,11.8604,CONSTANTIN (M),1,4.50421,0.840336
CORALIE,2,55122,1990,2762,-31.9757,-24.3771,CORALIE (F),0,3.6783,0.344538
CORALINE,2,8851,1996,481,-34.0272,-14.6545,CORALINE (F),0,3.59632,0.319328
CORENTIN,1,57755,1996,3949,-42.7275,-3.50206,CORENTIN (M),1,3.6124,0.243697
CORENTINE,2,1605,1908,42,34.0722,10.9346,CORENTINE (F),0,4.26577,0.613445
CORINE,2,17129,1963,1231,19.6999,-47.9839,CORINE (F),0,3.31405,0.210084
CORINNE,2,162826,1963,12540,19.2811,-48.4136,CORINNE (F),0,3.23814,0.201681
COSETTE,2,1540,1947,50,43.154,-28.5514,COSETTE (F),0,4.26503,0.689076
COUMBA,2,1844,2014,75,-5.25625,5.54159,COUMBA (F),0,3.67658,0.352941
CRISTELLE,2,2071,1973,206,1.39122,-55.4797,CRISTELLE (F),0,3.22409,0.201681
CRISTINA,2,2789,1974,229,0.22581,-56.6811,CRISTINA (F),0,3.62924,0.268908
CRYSTAL,2,1328,2010,77,-27.489,18.6296,CRYSTAL (F),0,3.26992,0.218487
CURTIS,1,1892,2010,131,-16.4732,34.55,CURTIS (M),1,3.32714,0.226891
CYLIA,2,1435,2002,140,-35.6522,35.1892,CYLIA (F),0,3.16758,0.201681
CYNDIE,2,1732,1989,137,-38.8797,-28.3357,CYNDIE (F),0,3.19443,0.218487
CYNTHIA,2,22448,1989,1266,-32.7788,-27.7323,CYNTHIA (F),0,3.63152,0.285714
CYPRIEN,1,10460,2006,450,20.4804,11.9378,CYPRIEN (M),1,4.34572,0.621849
CYPRIENNE,2,1151,1907,42,50.914,3.25426,CYPRIENNE (F),0,3.87878,0.420168
CYRIAQUE,1,1940,1970,45,16.7601,-15.4842,CYRIAQUE (M),1,4.64595,0.941176
